Plant ,Phytochemical,PubChemCID,PMID,Other Ref
Salvia miltiorrhiza ,sugiol,94162,18198831,
Sapindus rarak,Mukurozioside Ia,101614953,,https://doi.org/10.1016/j.phytochem.2009.06.015
Sapindus rarak,Mukurozioside Ib,101614954,,https://doi.org/10.1016/j.phytochem.2009.06.015
Sapindus rarak,Mukurozioside IIa,101615561,,https://doi.org/10.1016/j.phytochem.2009.06.015
Sapindus rarak,Mukurozioside IIb,16749736,,https://doi.org/10.1016/j.phytochem.2009.06.015
Sapindus rarak,Rarasaponin I,44250225,,https://doi.org/10.1016/j.phytochem.2009.06.015
Scutellaria baicalensis ,baicalin,64982,16893689,
Scutellaria baicalensis ,baicalin,64982,20957598,
Scutellaria baicalensis ,baicalin,64982,25661005,
Scutellaria baicalensis ,baicalein 7-O-glucuronide,64982,25661005,
Scutellaria baicalensis ,baicalin,64982,23649334,
Scutellaria baicalensis ,baicalin,64982,16989969,
Scutellaria baicalensis ,baicalin,64982,10812426,
Scutellaria baicalensis ,baicalin,64982,19829679,
Scutellaria baicalensis ,baicalin,64982,16548169,
Scutellaria baicalensis ,baicalin,64982,7945880,
Scutellaria baicalensis ,baicalin,64982,23771520,
Scutellaria baicalensis ,baicalin,64982,24803030,
Scutellaria baicalensis ,baicalin,64982,17623438,
Scutellaria baicalensis ,baicalin,64982,18837348,
Scutellaria baicalensis ,baicalin,64982,21878378,
Scutellaria baicalensis ,baicalin,64982,12130846,
Scutellaria baicalensis ,baicalin,64982,20545186,
Scutellaria baicalensis ,baicalin,64982,18407279,
Scutellaria baicalensis ,baicalin,64982,12774366,
Scutellaria baicalensis ,baicalin,64982,19584080,
Scutellaria baicalensis ,baicalin,64982,21801887,
Scutellaria baicalensis ,baicalin,64982,24075012,
Scutellaria baicalensis ,baicalin,64982,25612434,
Scutellaria baicalensis ,baicalin,64982,17118721,
Scutellaria baicalensis ,baicalin,64982,11596229,
Scutellaria baicalensis ,baicalin,64982,20209958,
Scutellaria baicalensis ,baicalin,64982,20353007,
Scutellaria baicalensis ,baicalin,64982,15556504,
Scutellaria baicalensis ,baicalin,64982,15468106,
Scutellaria baicalensis ,baicalin,64982,24254969,
Scutellaria baicalensis ,baicalin,64982,23189664,
Scutellaria baicalensis ,baicalin,64982,15712945,
Scutellaria baicalensis ,baicalin,64982,24412378,
Scutellaria baicalensis ,baicalin,64982,20138285,
Scutellaria baicalensis ,baicalin,64982,15794578,
Scutellaria baicalensis ,baicalin,64982,23533497,
Scutellaria baicalensis ,baicalin,64982,21299906,
Scutellaria baicalensis ,baicalin,64982,12631413,
Scutellaria baicalensis ,baicalin,64982,25926286,
Scutellaria baicalensis ,baicalin,64982,18027655,
Scutellaria baicalensis ,baicalin,64982,12520178,
Scutellaria baicalensis ,baicalin,64982,18445366,
Scutellaria baicalensis ,baicalin,64982,21866919,
Scutellaria baicalensis ,baicalin,64982,23212135,
Scutellaria baicalensis ,baicalin,64982,14584696,
Scutellaria baicalensis ,baicalin,64982,23470739,
Scutellaria baicalensis ,baicalin,64982,19481403,
Scutellaria baicalensis ,baicalin,64982,23040984,
Scutellaria baicalensis ,baicalin,64982,23710212,
Scutellaria baicalensis ,baicalin,64982,17080509,
Scutellaria baicalensis ,baicalin,64982,21905290,
Scutellaria baicalensis ,baicalin,64982,16952364,
Scutellaria baicalensis ,baicalin,64982,19001827,
Scutellaria baicalensis ,baicalin,64982,20229217,
Scutellaria baicalensis ,baicalin,64982,20457505,
Scutellaria baicalensis ,baicalein-7-O-glucuronide,64982,19411078,
Scutellaria baicalensis ,baicalin,64982,12776494,
Scutellaria baicalensis ,baicalin,64982,24348728,
Scutellaria baicalensis ,baicalin,64982,12820232,
Scutellaria baicalensis ,baicalin,64982,1517289,
Scutellaria baicalensis ,baicalin,64982,12774393,
Scutellaria baicalensis ,baicalin,64982,25545174,
Scutellaria baicalensis ,baicalin,64982,19411078,
Scutellaria baicalensis ,baicalin,64982,22703838,
Scutellaria baicalensis ,baicalin,64982,21163602,
Scutellaria baicalensis ,baicalin,64982,15549664,
Scutellaria baicalensis ,baicalin,64982,24460272,
Scutellaria baicalensis ,baicalin,64982,22158070,
Scutellaria baicalensis ,baicalein-7-O-glucuronide,64982,22158070,
Scutellaria baicalensis ,baicalin,64982,24757579,
Scutellaria baicalensis ,baicalin,64982,22815263,
Scutellaria baicalensis ,baicalin,64982,22304335,
Scutellaria baicalensis ,baicalin,64982,25258697,
Scutellaria baicalensis ,baicalin,64982,22032129,
Scutellaria baicalensis ,"5,2'-dihydroxy-6,7,8,6'-tetramethoxy flavone",124211,17118721,
Scutellaria baicalensis ,skullcapflavon II,124211,17118721,
Scutellaria baicalensis ,"5,2'-dihydroxy-6,7,8,6'-tetramethoxy flavone",124211,19411078,
Scutellaria baicalensis ,skullcapflavone II,124211,16368007,
Scutellaria baicalensis ,neobaicalein,124211,12774393,
Scutellaria baicalensis ,skullcapflavon II,124211,19411078,
Scutellaria baicalensis ,skullcapflavone II,124211,22815263,
Scutellaria baicalensis ,"5,2'-dihydroxy-6,7,8,6'-tetramethoxy flavone",124211,22815263,
Scutellaria baicalensis ,tenaxin I,159029,17118721,
Scutellaria baicalensis ,tenaxin I,159029,19411078,
Scutellaria baicalensis ,scutellarin,185617,19411078,
Scutellaria baicalensis ,scutellarein-7-O-glucuronide,185617,19411078,
Scutellaria baicalensis ,scutellarin,185617,25545174,
Scutellaria baicalensis ,"4',5,7,8-tetrahydroxyflavanone",188308,24075012,
Scutellaria baicalensis ,eriodictyol,440735,24348728,
Scutellaria baicalensis ,pentahydroxyflavanone,440836,24348728,
Scutellaria baicalensis ,schaftoside,442658,17118721,
Scutellaria baicalensis ,ferulic acid,445858,21866919,
Scutellaria baicalensis ,"2',3,5,7-tetrahydroxyflavanone",3082330,24075012,
Scutellaria baicalensis ,wogonoside,3084961,12820232,
Scutellaria baicalensis ,wogonin 7-O-glucuronide,3084961,10812426,
Scutellaria baicalensis ,wogonoside,3084961,19829679,
Scutellaria baicalensis ,wogonoside,3084961,24803030,
Scutellaria baicalensis ,wogonoside,3084961,24075012,
Scutellaria baicalensis ,wogonoside,3084961,17118721,
Scutellaria baicalensis ,wogonoside,3084961,20209958,
Scutellaria baicalensis ,wogonoside,3084961,20353007,
Scutellaria baicalensis ,wogonin 7-O-glucuronide,3084961,15556504,
Scutellaria baicalensis ,wogonoside,3084961,15468106,
Scutellaria baicalensis ,wogonoside,3084961,24254969,
Scutellaria baicalensis ,wogonoside,3084961,23189664,
Scutellaria baicalensis ,wogonoside,3084961,24412378,
Scutellaria baicalensis ,wogonoside,3084961,15794578,
Scutellaria baicalensis ,wogonoside,3084961,25926286,
Scutellaria baicalensis ,wogonoside,3084961,15679157,
Scutellaria baicalensis ,wogonoside,3084961,18027655,
Scutellaria baicalensis ,wogonoside,3084961,12520178,
Scutellaria baicalensis ,wogonoside,3084961,21866919,
Scutellaria baicalensis ,wogonoside,3084961,23470739,
Scutellaria baicalensis ,wogonoside,3084961,19481403,
Scutellaria baicalensis ,wogonoside,3084961,23040984,
Scutellaria baicalensis ,wogonin 7-O-glucuronide,3084961,19411078,
Scutellaria baicalensis ,wogonin 7-O-glucuronide,3084961,12776494,
Scutellaria baicalensis ,wogonoside,3084961,25545174,
Scutellaria baicalensis ,wogonoside,3084961,19411078,
Scutellaria baicalensis ,wogonoside,3084961,22703838,
Scutellaria baicalensis ,wogonoside,3084961,24460272,
Scutellaria baicalensis ,wogonoside,3084961,22158070,
Scutellaria baicalensis ,wogonin-7-O-glucuronide,3084961,22158070,
Scutellaria baicalensis ,wogonoside,3084961,24757579,
Scutellaria baicalensis ,wogonoside,3084961,22815263,
Scutellaria baicalensis ,wogonoside,3084961,22304335,
Scutellaria baicalensis ,wogonoside,3084961,25258697,
Scutellaria baicalensis ,wogonoside,3084961,22032129,
Scutellaria baicalensis ,viscidulin III,5271991,19829679,
Scutellaria baicalensis ,viscidulin III,5271991,24348728,
Scutellaria baicalensis ,acacetin,5280442,22815263,
Scutellaria baicalensis ,apigenin,5280443,25545174,
Scutellaria baicalensis ,baicalein,5281605,16893689,
Scutellaria baicalensis ,baicalein,5281605,20957598,
Scutellaria baicalensis ,baicalein,5281605,19023802,
Scutellaria baicalensis ,baicalein,5281605,23649334,
Scutellaria baicalensis ,baicalein,5281605,16989969,
Scutellaria baicalensis ,baicalein,5281605,22245084,
Scutellaria baicalensis ,baicalein,5281605,15941045,
Scutellaria baicalensis ,baicalein,5281605,10812426,
Scutellaria baicalensis ,baicalein,5281605,19829679,
Scutellaria baicalensis ,baicalein,5281605,16548169,
Scutellaria baicalensis ,baicalein,5281605,24803030,
Scutellaria baicalensis ,baicalein,5281605,18837348,
Scutellaria baicalensis ,baicalein,5281605,21878378,
Scutellaria baicalensis ,baicalein,5281605,12130846,
Scutellaria baicalensis ,baicalein,5281605,20545186,
Scutellaria baicalensis ,baicalein,5281605,24075012,
Scutellaria baicalensis ,baicalein,5281605,17118721,
Scutellaria baicalensis ,baicalein,5281605,20209958,
Scutellaria baicalensis ,baicalein,5281605,20353007,
Scutellaria baicalensis ,baicalein,5281605,15556504,
Scutellaria baicalensis ,baicalein,5281605,15468106,
Scutellaria baicalensis ,baicalein,5281605,23189664,
Scutellaria baicalensis ,baicalein,5281605,24412378,
Scutellaria baicalensis ,baicalein,5281605,20138285,
Scutellaria baicalensis ,baicalein,5281605,25835365,
Scutellaria baicalensis ,baicalein,5281605,21299906,
Scutellaria baicalensis ,baicalein,5281605,12631413,
Scutellaria baicalensis ,baicalein,5281605,25926286,
Scutellaria baicalensis ,baicalein,5281605,18027655,
Scutellaria baicalensis ,baicalein,5281605,12520178,
Scutellaria baicalensis ,baicalein,5281605,18445366,
Scutellaria baicalensis ,baicalein,5281605,21866919,
Scutellaria baicalensis ,baicalein,5281605,23212135,
Scutellaria baicalensis ,baicalein,5281605,23470739,
Scutellaria baicalensis ,baicalein,5281605,19481403,
Scutellaria baicalensis ,baicalein,5281605,15587936,
Scutellaria baicalensis ,baicalein,5281605,21905290,
Scutellaria baicalensis ,baicalein,5281605,17944199,
Scutellaria baicalensis ,baicalein,5281605,16952364,
Scutellaria baicalensis ,baicalein,5281605,25683416,
Scutellaria baicalensis ,baicalein,5281605,20457505,
Scutellaria baicalensis ,baicalein,5281605,16368007,
Scutellaria baicalensis ,baicalein,5281605,19411078,
Scutellaria baicalensis ,baicalein,5281605,12776494,
Scutellaria baicalensis ,baicalein,5281605,12820232,
Scutellaria baicalensis ,baicalein,5281605,17976269,
Scutellaria baicalensis ,baicalein,5281605,1517289,
Scutellaria baicalensis ,baicalein,5281605,12774393,
Scutellaria baicalensis ,baicalein,5281605,25545174,
Scutellaria baicalensis ,"5,6,7-trihydroxy flavone",5281605,19411078,
Scutellaria baicalensis ,baicalein,5281605,22703838,
Scutellaria baicalensis ,baicalein,5281605,21163602,
Scutellaria baicalensis ,baicalein,5281605,24460272,
Scutellaria baicalensis ,baicalein,5281605,21051171,
Scutellaria baicalensis ,baicalein,5281605,22158070,
Scutellaria baicalensis ,baicalein,5281605,22815263,
Scutellaria baicalensis ,"5,6,7-trihydroxy flavone",5281605,22815263,
Scutellaria baicalensis ,baicalein,5281605,22304335,
Scutellaria baicalensis ,baicalein,5281605,25258697,
Scutellaria baicalensis ,baicalein,5281605,24347507,
Scutellaria baicalensis ,baicalein,5281605,24393619,
Scutellaria baicalensis ,baicalein,5281605,22032129,
Scutellaria baicalensis ,chrysin,5281607,25835365,
Scutellaria baicalensis ,chrysin,5281607,21866919,
Scutellaria baicalensis ,"5,7-dihydroxy flavone",5281607,19411078,
Scutellaria baicalensis ,chrysin,5281607,25545174,
Scutellaria baicalensis ,chrysin,5281607,19411078,
Scutellaria baicalensis ,chrysin,5281607,22703838,
Scutellaria baicalensis ,chrysin,5281607,21163602,
Scutellaria baicalensis ,"5,7-dihydroxy flavone",5281607,22815263,
Scutellaria baicalensis ,chrysin,5281607,22815263,
Scutellaria baicalensis ,isoscutellarein,5281665,24348728,
Scutellaria baicalensis ,norwogonin,5281674,23630600,
Scutellaria baicalensis ,norwogonin,5281674,17118721,
Scutellaria baicalensis ,norwogonin,5281674,24412378,
Scutellaria baicalensis ,"5,7,8-trihydroxy flavone",5281674,19411078,
Scutellaria baicalensis ,norwogonin,5281674,19411078,
Scutellaria baicalensis ,"5,7,8-trihydroxy flavone",5281674,22815263,
Scutellaria baicalensis ,norwogonin,5281674,22815263,
Scutellaria baicalensis ,scutellarein,5281697,24348728,
Scutellaria baicalensis ,scutellarein,5281697,25545174,
Scutellaria baicalensis ,wogonin,5281703,12820232,
Scutellaria baicalensis ,wogonin,5281703,16893689,
Scutellaria baicalensis ,wogonin,5281703,20957598,
Scutellaria baicalensis ,wogonin,5281703,16989969,
Scutellaria baicalensis ,wogonin,5281703,15941045,
Scutellaria baicalensis ,wogonin,5281703,10812426,
Scutellaria baicalensis ,wogonin,5281703,19829679,
Scutellaria baicalensis ,wogonin,5281703,16548169,
Scutellaria baicalensis ,wogonin,5281703,24803030,
Scutellaria baicalensis ,wogonin,5281703,18837348,
Scutellaria baicalensis ,wogonin,5281703,12130846,
Scutellaria baicalensis ,wogonin,5281703,24075012,
Scutellaria baicalensis ,wogonin,5281703,17118721,
Scutellaria baicalensis ,wogonin,5281703,20209958,
Scutellaria baicalensis ,wogonin,5281703,20353007,
Scutellaria baicalensis ,wogonin,5281703,15556504,
Scutellaria baicalensis ,wogonin,5281703,15468106,
Scutellaria baicalensis ,wogonin,5281703,23189664,
Scutellaria baicalensis ,wogonin,5281703,24412378,
Scutellaria baicalensis ,wogonin,5281703,20138285,
Scutellaria baicalensis ,wogonin,5281703,25835365,
Scutellaria baicalensis ,wogonin,5281703,25926286,
Scutellaria baicalensis ,wogonin,5281703,18027655,
Scutellaria baicalensis ,wogonin,5281703,12520178,
Scutellaria baicalensis ,wogonin,5281703,18445366,
Scutellaria baicalensis ,wogonin,5281703,21866919,
Scutellaria baicalensis ,wogonin,5281703,23470739,
Scutellaria baicalensis ,wogonin,5281703,21905290,
Scutellaria baicalensis ,wogonin,5281703,17944199,
Scutellaria baicalensis ,wogonin,5281703,16952364,
Scutellaria baicalensis ,wogonin,5281703,25683416,
Scutellaria baicalensis ,wogonin,5281703,20457505,
Scutellaria baicalensis ,wogonin,5281703,19411078,
Scutellaria baicalensis ,"5,7-dihydroxy-8-methoxy flavone",5281703,19411078,
Scutellaria baicalensis ,wogonin,5281703,16368007,
Scutellaria baicalensis ,wogonin,5281703,12776494,
Scutellaria baicalensis ,wogonin,5281703,19481403,
Scutellaria baicalensis ,wogonin,5281703,12774393,
Scutellaria baicalensis ,wogonin,5281703,25545174,
Scutellaria baicalensis ,wogonin,5281703,22703838,
Scutellaria baicalensis ,wogonin,5281703,24460272,
Scutellaria baicalensis ,wogonin,5281703,21051171,
Scutellaria baicalensis ,wogonin,5281703,22158070,
Scutellaria baicalensis ,wogonin,5281703,24757579,
Scutellaria baicalensis ,wogonin,5281703,21163602,
Scutellaria baicalensis ,wogonin,5281703,22815263,
Scutellaria baicalensis ,"5,7-dihydroxy-8-methoxy flavone",5281703,22815263,
Scutellaria baicalensis ,wogonin,5281703,22304335,
Scutellaria baicalensis ,wogonin,5281703,25258697,
Scutellaria baicalensis ,wogonin,5281703,24347507,
Scutellaria baicalensis ,wogonin,5281703,24393619,
Scutellaria baicalensis ,wogonin,5281703,22032129,
Scutellaria baicalensis ,iridin,5281777,24348728,
Scutellaria baicalensis ,acteoside,5281800,12130846,
Scutellaria baicalensis ,puerarin,5281807,24348728,
Scutellaria baicalensis ,baicalein-7-O-glucoside,5320313,19411078,
Scutellaria baicalensis ,oroxylin,5320315,12820232,
Scutellaria baicalensis ,oroxylin A,5320315,16893689,
Scutellaria baicalensis ,oroxylin A,5320315,15941045,
Scutellaria baicalensis ,oroxylin A,5320315,10812426,
Scutellaria baicalensis ,oroxylin A,5320315,19829679,
Scutellaria baicalensis ,oroxylin A,5320315,24803030,
Scutellaria baicalensis ,"5,7-dihydroxy-6-methoxyflavone",5320315,23193421,
Scutellaria baicalensis ,oroxylin A,5320315,23193421,
Scutellaria baicalensis ,oroxylin A,5320315,24075012,
Scutellaria baicalensis ,"5,7-dihydroxy-6-methoxyflavone",5320315,17118721,
Scutellaria baicalensis ,oroxylin A,5320315,20209958,
Scutellaria baicalensis ,oroxylin A,5320315,15556504,
Scutellaria baicalensis ,oroxylin A,5320315,17118721,
Scutellaria baicalensis ,oroxylin A,5320315,23189664,
Scutellaria baicalensis ,oroxylin A,5320315,24412378,
Scutellaria baicalensis ,oroxylin A,5320315,25835365,
Scutellaria baicalensis ,"5,7-dihydroxy-6-methoxyflavone",5320315,19411078,
Scutellaria baicalensis ,oroxylin A,5320315,19481403,
Scutellaria baicalensis ,oroxylin,5320315,12774393,
Scutellaria baicalensis ,oroxylin A,5320315,25545174,
Scutellaria baicalensis ,oroxylin A,5320315,19411078,
Scutellaria baicalensis ,oroxylin A,5320315,19272127,
Scutellaria baicalensis ,oroxylin A,5320315,22703838,
Scutellaria baicalensis ,oroxylin A,5320315,21051171,
Scutellaria baicalensis ,oroxylin A,5320315,22158070,
Scutellaria baicalensis ,"5,7-dihydroxy-6-methoxyflavone",5320315,22815263,
Scutellaria baicalensis ,oroxylin A,5320315,22815263,
Scutellaria baicalensis ,oroxylin A,5320315,22032129,
Scutellaria baicalensis ,skullcapflavone I,5320399,16368007,
Scutellaria baicalensis ,"5,7,2',6'-tetrahydroxyflavone",5321865,19829679,
Scutellaria baicalensis ,"5,7,2',6'-tetrahydroxy flavone",5321865,22815263,
Scutellaria baicalensis ,"5,7,4'-trihydroxy-8-methoxy flavone",5322078,17118721,
Scutellaria baicalensis ,norwogonin-7-O-glucuronide,11597485,19411078,
Scutellaria baicalensis ,"5,7-dihydroxy-6,8-dimethoxy flavone",11609345,19411078,
Scutellaria baicalensis ,oroxylin A-7-O-glucuronide,14655552,10812426,
Scutellaria baicalensis ,oroxylin A-7-O-glucuronide,14655552,20209958,
Scutellaria baicalensis ,oroxylin A-7-O-glucuronide,14655552,15556504,
Scutellaria baicalensis ,oroxylin A-7-O-glucuronide,14655552,19411078,
Scutellaria baicalensis ,oroxylin A-7-O-glucuronide,14655552,19481403,
Scutellaria baicalensis ,oroxylin A-7-O-glucuronide,14655552,25545174,
Scutellaria baicalensis ,oroxylin A-7-O-glucuronide,14655552,22158070,
Scutellaria baicalensis ,chrysin-7-glucuronide,44257628,15679157,
Scutellaria baicalensis ,baicalein-7-glucuronide,44258403,23771520,
Scutellaria baicalensis ,wogonin-7-O-glucoside,51136398,19411078,
Scutellaria baicalensis ,oroxyloside,91884769,24803030,
Scutellaria baicalensis ,oroxyloside,91884769,24412378,
Scutellaria baicalensis ,chlorogenic acid,1794427,21866919,
Serenoa repens,1-Monolaurin,14871,9134750,
Serenoa repens,1-Monomyristin,79050,9134750,
Sesamum indicum,sesamin,72307,16549449,
Sesamum indicum,nicotinic acid,938,21391595,
Sesamum indicum,vanillin,1183,21391595,
Sesamum indicum,caffeine,2519,25183142,
Sesamum indicum,loratadine,3957,25183142,
Sesamum indicum,uridine,6029,21391595,
Sesamum indicum,vanillic acid,8468,22423623,
Sesamum indicum,vanillic acid,8468,21391595,
Sesamum indicum,"4-hydroxy-3,5-dimethoxybenzaldehyde",8655,21391595,
Sesamum indicum,1H-indole-3-carbaldehyde,10256,21391595,
Sesamum indicum,methyl vanillate,19844,21391595,
Sesamum indicum,adenosine,60961,21391595,
Sesamum indicum,sesamol,68289,18510719,
Sesamum indicum,sesamol,68289,14969550,
Sesamum indicum,3-indolecarboxylate,69867,21391595,
Sesamum indicum,ferulic acid,445858,25183142,
Sesamum indicum,stigmasterol,5280794,25183142,
Sesamum indicum,stigmasterol,5280794,21391595,
Sesamum indicum,rhamnetin,5281691,25183142,
Sesamum indicum,verbascoside,5281800,25183142,
Sesamum indicum,"stigmasta-4,22-dien-6?-ol-3-one",10071143,21391595,
Sesamum indicum,mudanoside A,10592506,21391595,
Sesamum indicum,(+)-disaminyl ether,67805702,22148167,
Sesamum indicum,sesaminol diglucoside,101243279,16786996,
Sesamum indicum,sesaminol triglucoside,101394490,16786996,
Sesamum indicum,(+)-sesamolinol,100916214,22148167,
Sesamum indicum,(+)-piperitol,10282,22148167,
Sesamum indicum,(-)-piperitol,10282,21391595,
Sesamum indicum,(+)-episesaminone,10523159,22148167,
Sesamum indicum,(+)-samin,11807061,21391595,
Sesamum indicum,miquelianin,13258914,25183142,
Sesamum indicum,?-tocopherol,14986,18058795,
Sesamum indicum,?-tocopherol,14986,24523755,
Sesamum indicum,?-tocopherol,2116,18058795,
Sesamum indicum,lariciresinol,23815394,25183142,
Sesamum indicum,methyl ferulate,5357283,21391595,
Sesamum indicum,sesamolin,585998,18510719,
Sesamum indicum,sesamolin,585998,16786996,
Sesamum indicum,sesamolin,585998,18448304,
Sesamum indicum,(+)-sesamolin,585998,22148167,
Sesamum indicum,sesamolin,585998,25183142,
Sesamum indicum,(+)-sesamolin,585998,21391595,
Sesamum indicum,?-tocopherol,586537,18058795,
Sesamum indicum,?-sitosterol,6432744,25183142,
Sesamum indicum,?-sitosterol,6432744,21391595,
Sesamum indicum,sesamin,72307,18510719,
Sesamum indicum,sesamin,72307,18058795,
Sesamum indicum,sesamin,72307,14969550,
Sesamum indicum,sesamin,72307,16786996,
Sesamum indicum,sesamin,72307,18448304,
Sesamum indicum,(+)-sesamin,72307,22148167,
Sesamum indicum,sesamin,72307,25183142,
Sesamum indicum,(+)-sesamin,72307,21391595,
Sesamum indicum,(+)-pinoresinol,73399,22148167,
Sesamum indicum,pinoresinol,73399,25183142,
Sesamum indicum,(+)-pinoresinol,73399,21391595,
Sesamum indicum,sesaminol,94672,18510719,
Sesamum indicum,sesaminol,94672,14969550,
Sesamum indicum,(+)-sesaminol,94672,22148167,
Sesamum indicum,aurantiamide acetate,9832120,21391595,
Solanum nigrum,myricetin,5281672,20681660,
Solanum nigrum,protocatechuic acid,72,20681660,
Solanum nigrum,p-hydroxybenzoic acid,135,17944186,
Solanum nigrum,acetylcholine,187,122174,
Solanum nigrum,gallic acid,370,20681660,
Solanum nigrum,narigenin,932,20681660,
Solanum nigrum,gentisic acid,3469,20681660,
Solanum nigrum,vanillic acid,8468,20681660,
Solanum nigrum,syringic acid,10742,20681660,
Solanum nigrum,tetracosanoic acid,11197,20845784,
Solanum nigrum,adenosine,60961,17944186,
Solanum nigrum,hesperetin,72281,20681660,
Solanum nigrum,solamargine,73611,23790901,
Solanum nigrum,solamargine,73611,22007549,
Solanum nigrum,solamargine,73611,22097327,
Solanum nigrum,ferulic acid,445858,20681660,
Solanum nigrum,m-coumaric acid,637541,20681660,
Solanum nigrum,quercetin,5280343,20681660,
Solanum nigrum,quercetin,5280343,25506066,
Solanum nigrum,apigenin,5280443,20681660,
Solanum nigrum,luteolin,5280445,20681660,
Solanum nigrum,scopoletin,5280460,20845784,
Solanum nigrum,rutin,5280805,20681660,
Solanum nigrum,kaempferol,5280863,20681660,
Solanum nigrum,glucosisaustrin,101003962,25344206,
Solanum nigrum,solanigroside P,102492765,23790901,
Solanum nigrum,epigallocatechin,10425234,20681660,
Solanum nigrum,(+)-syringaresinol,11604108,20845784,
Solanum nigrum,p-coumaric acid,1549106,20681660,
Solanum nigrum,chlorogenic acid,1794427,20681660,
Solanum nigrum,chlorogenic acid,1794427,25506066,
Solanum nigrum,epicatechin,182232,20681660,
Solanum nigrum,gallocatechin gallate,199472,20681660,
Solanum nigrum,khasianine,21573759,22007549,
Solanum nigrum,solasonine,255983,23790901,
Solanum nigrum,solasonine,255983,22007549,
Solanum nigrum,(+)-medioresinol,332425,20845784,
Solanum nigrum,epigallocatechin gallate,44134699,20681660,
Solanum nigrum,solasodine,5250,18175968,
Solanum nigrum,?-sitosterol,6432744,20845784,
Solanum nigrum,caffeic acid,689043,20681660,
Solanum nigrum,catechin,73160,20681660,
Solanum nigrum,(+)-pinoresinol,73399,20845784,
Solanum nigrum,naringenin,932,25506066,
Sophora flavescens ,oxymatrine,114850,22552199,
Sophora flavescens ,norkurarinone,73198,18464298,
Sophora flavescens ,nor-kurarinone,73198,22320946,
Sophora flavescens ,nor-kurarinone,73198,18956776,
Sophora flavescens ,lamprolobine,87752,21227622,
Sophora flavescens ,oxymatrine,114850,17289059,
Sophora flavescens ,oxymatrine,114850,20524938,
Sophora flavescens ,(+)-matrine N-oxide,114850,15556494,
Sophora flavescens ,oxymatrine,114850,19553886,
Sophora flavescens ,oxymatrine,114850,24380308,
Sophora flavescens ,oxymatrine,114850,21878859,
Sophora flavescens ,oxymatrine,114850,18479880,
Sophora flavescens ,oxymatrine,114850,20609442,
Sophora flavescens ,oxymatrine,114850,15103704,
Sophora flavescens ,oxymatrine,114850,17370298,
Sophora flavescens ,oxymatrine,114850,8328283,
Sophora flavescens ,oxymatrine,114850,24653570,
Sophora flavescens ,oxymatrine,114850,22359586,
Sophora flavescens ,oxymatrine,114850,24761663,
Sophora flavescens ,oxymatrine,114850,19479753,
Sophora flavescens ,oxysophoridine,114850,19479753,
Sophora flavescens ,oxymatrine,114850,25739202,
Sophora flavescens ,oxymatrine,114850,21227622,
Sophora flavescens ,(-)-sophocarpine,115269,15556494,
Sophora flavescens ,sophocarpine,115269,19553886,
Sophora flavescens ,sophocarpine,115269,9809449,
Sophora flavescens ,sophocarpine,115269,8328283,
Sophora flavescens ,sophocarpine,115269,19479753,
Sophora flavescens ,sophocarpine,115269,25739202,
Sophora flavescens ,sophocarpine,115269,21227622,
Sophora flavescens ,(-)-sophoridine,165549,15556494,
Sophora flavescens ,sophoridine,165549,19553886,
Sophora flavescens ,sophoridine,165549,15103704,
Sophora flavescens ,sophoridine,165549,17370298,
Sophora flavescens ,sophoridine,165549,8328283,
Sophora flavescens ,sophoridine,165549,16309710,
Sophora flavescens ,sophoridine,165549,19479753,
Sophora flavescens ,sophoridine,165549,21227622,
Sophora flavescens ,(-)-sophoramine,169014,15556494,
Sophora flavescens ,sophoraisoflavanone A,442822,17658714,
Sophora flavescens ,trifolirhizin,442827,24228588,
Sophora flavescens ,trifolirhizin,442827,17658714,
Sophora flavescens ,trifolirhizin,442827,23993294,
Sophora flavescens ,isoxanthohumol,513197,18464298,
Sophora flavescens ,5-methylsophoraflavanone B,513197,23391924,
Sophora flavescens ,isoxanthohumol,513197,18956776,
Sophora flavescens ,isoxanthohumol,513197,17658714,
Sophora flavescens ,(+)-sophocarpine N-oxide,618688,15556494,
Sophora flavescens ,xanthohumol,639665,18464298,
Sophora flavescens ,xanthohumol,639665,17658714,
Sophora flavescens ,isomatrine,5271984,21227622,
Sophora flavescens ,formononetin,5280378,17658714,
Sophora flavescens ,"3',7-dihydroxy-4'-methoxy-isoflavone",5280448,17658714,
Sophora flavescens ,"3',7-dihydroxy-4'-methoxy-isoflavone",5280448,23993294,
Sophora flavescens ,genistein,5280961,16491850,
Sophora flavescens ,umbelliferon,5281426,12205972,
Sophora flavescens ,kuraridinol,5318880,18464298,
Sophora flavescens ,kuraridinol,5318880,17658714,
Sophora flavescens ,kushenol D,5318893,18464298,
Sophora flavescens ,kushenol D,5318893,17658714,
Sophora flavescens ,kushenol C,5481237,21207144,
Sophora flavescens ,kushenol C,5481237,17658714,
Sophora flavescens ,demethylxanthohumol,6443339,18464298,
Sophora flavescens ,sophoflavescenol,9929189,21077260,
Sophora flavescens ,sophoflavescenol,9929189,22210035,
Sophora flavescens ,kuraridin,9954815,18464298,
Sophora flavescens ,kuraridin,9954815,22320946,
Sophora flavescens ,kuraridin,9954815,23391924,
Sophora flavescens ,kuraridine,9954815,21207144,
Sophora flavescens ,kuraridine,9954815,17658714,
Sophora flavescens ,kuraridin,9954815,22177235,
